platform,country,region,language,category,hashtag,title_keywords,author_handle,sound_type,music_track,week_of_year,duration_sec,views,likes,comments,shares,saves,engagement_rate,trend_label,source_hint,notes,device_type,upload_hour,genre,trend_duration_days,trend_type,engagement_velocity,dislikes,comment_ratio,share_rate,save_rate,like_dislike_ratio,publish_dayofweek,publish_period,event_season,tags,sample_comments,creator_avg_views,creator_tier,season,publish_date_approx,year_month,title,title_length,has_emoji,avg_watch_time_sec,completion_rate,device_brand,traffic_source,is_weekend,row_id,engagement_total,like_rate,dislike_rate,engagement_per_1k,engagement_like_rate,engagement_comment_rate,engagement_share_rate
YouTube,Morocco,Africa,Arabic,Science,#FYP,When your friend is College,NextHub,licensed,Cosmic pad,30,73,124769,6614,905,884,539,0.071668,seasonal,TikTok Creative Center,jumpcut edits,iOS,0,Comedy,6,Short,20794.83,134,0.007253,0.007085,0.00432,48.992593,Friday,Night,BackToSchool,"comedy, sketch, relatable, funny",شرح ممتاز 👏,102133.2,Mid,Fall,25.07.2025,2025-07,When your friend is Productivity,32,0,38.3,0.525,Samsung,External,1,9748741e5ff18a3ead175d57b9cccdc7,8942,0.05301,0.001074,71.668,0.0530099624105346,0.00725340429113,0.0070850932523303
TikTok,Morocco,Africa,Arabic,Education,#FYP,New Patch Tips for Valorant,MrAli,licensed,Calm piano,20,21,199492,15253,1679,1238,956,0.095874,rising,TikTok Creative Center,meme template,Android,14,Gaming,18,Medium,11082.89,241,0.008416,0.006206,0.004792,63.028926,Monday,Afternoon,SummerBreak,"fps, esports, valorant, highlights",جامد جدًا 🔥,102026.5,Mid,Summer,12.05.2025,2025-05,Pro Tips for GTA V in 60s,25,0,12.2,0.581,Vivo,ForYou,0,c10d73d37146036bbf3b45dc9a58153f,19126,0.076459,0.001208,95.874,0.0764592063842159,0.0084163775991017,0.0062057626370982
YouTube,Turkey,Europe,Turkish,Fitness,#GRWM,GRWM: Beginners Edition,NoahPro,trending,Cardio loop,21,33,13429,665,67,50,93,0.065157,stable,TikTok Creative Center,split-screen,iOS,23,Fashion,4,Short,3357.25,74,0.004989,0.003723,0.006925,8.866667,Monday,Night,SummerBreak,"grwm, ootd, fashion, style",Can’t stop watching 😂,98122.4,Mid,Summer,19.05.2025,2025-05,How to style Evening,20,0,23.3,0.706,iPhone,Search,0,7ce56c9f8c5f558b30cc04de23549071,875,0.04952,0.00551,65.157,0.0495196961799091,0.0049892024722615,0.0037232854270608
YouTube,India,Asia,Hindi,Food,#Football,Weekly Reset — Productivity,TVYuki,licensed,Sizzle ASMR,5,62,51845,1265,106,119,111,0.030881,declining,TikTok Creative Center,subtitles,iOS,10,Sports,12,Medium,4320.42,144,0.002045,0.002295,0.002141,8.724138,Friday,Morning,SummerBreak,"gym, football, sports",Can’t stop watching 😂,98057.9,Mid,Summer,31.01.2025,2025-01,Football skills in 60s,22,0,44.9,0.724,Samsung,Home,1,ce4ba810fd55edec9e1668d7d86364d1,1601,0.0244,0.002778,30.881,0.0243996528112643,0.0020445558877423,0.0022953033079371
TikTok,Canada,North America,English,Gaming,#MorningRoutine,Night Routine — 2025,DrLucas,licensed,Boss fight theme,18,42,128609,9691,645,1087,953,0.09623,rising,Open Web Samples,b-roll heavy,iOS,19,Lifestyle,15,Medium,8573.93,321,0.005015,0.008452,0.00741,30.096273,Saturday,Evening,Regular,"daily, motivation, routine",Thanks for this!,116369.7,Mid,Fall,03.05.2025,2025-05,Morning Routine — College,25,0,21.3,0.507,iPhone,ForYou,1,948b1f62dfda1afaad745ae17bc8d471,12376,0.075352,0.002496,96.23,0.075352424791422,0.0050152011134524,0.0084519745896476
TikTok,United States,North America,English,Travel,#Fashion,How to style Beginners,MayaOfficial,trending,Waves & bells,24,75,58654,4081,453,332,666,0.094316,seasonal,TikTok Creative Center,emoji overlays,iOS,19,Fashion,4,Short,14663.5,109,0.007723,0.00566,0.011355,37.1,Tuesday,Evening,SummerBreak,"ootd, style, grwm, fashion",Can’t stop watching 😂,85683.8,Mid,Summer,10.06.2025,2025-06,GRWM: Summer Edition,20,0,37.6,0.501,iPhone,ForYou,0,a1ac9872538304c42930563a27212a58,5532,0.069578,0.001858,94.316,0.0695775224196133,0.0077232584307975,0.0056603130221297
TikTok,Morocco,Africa,Arabic,Pets,#FYP,24 Hours in Paris,PrimeStudio,trending,Bark hop,4,43,103278,5543,575,534,688,0.07107,stable,Open Web Samples,fast captions,iOS,21,Travel,6,Short,17213.0,36,0.005567,0.005171,0.006662,149.810811,Sunday,Evening,HolidaySeason,"food tour, hidden gems, vlog, travel",شرح ممتاز 👏,109552.0,Mid,Winter,26.01.2025,2025-01,Street Food Tour — Dubai 🎮,26,1,27.9,0.649,Oppo,ForYou,1,cf868b35d4f9dcf29575351f8a8a47a8,7340,0.053671,0.000349,71.07,0.0536706752648192,0.0055674974341098,0.0051705106605472
YouTube,Poland,Europe,Polish,Lifestyle,#FYP,Street Food Tour in Tokyo,FitnessWithLiam,original,Chill guitar,21,87,72501,2561,205,285,160,0.044289,rising,TikTok Creative Center,text-to-speech,Android,10,Travel,6,Short,12083.5,132,0.002828,0.003931,0.002207,19.255639,Monday,Morning,SummerBreak,"food tour, guide, vlog, hidden gems",This is fire 🔥,103726.9,Mid,Summer,19.05.2025,2025-05,24 Hours in Cairo,17,0,43.9,0.505,Samsung,Home,0,33c8a878de1e09fb6954176600129c29,3211,0.035324,0.001821,44.289,0.035323650708266,0.0028275472062454,0.0039309802623412
YouTube,South Korea,Asia,Korean,Science,#Motivation,Weekly Reset — Beginners,DiegoTV,original,Microscope hum,16,35,43767,1151,163,131,76,0.034752,stable,TikTok Creative Center,fast captions,Android,9,Education,4,Short,10941.75,165,0.003724,0.002993,0.001736,6.933735,Wednesday,Morning,HolidaySeason,"productivity, notes, tips, study, learn",Instant like!,93827.6,Mid,Winter,16.04.2025,2025-04,Exam Day Routine,16,0,25.9,0.74,Samsung,Home,0,f2b40adfc591580042189a9b13216a22,1521,0.026298,0.00377,34.752,0.0262983526401169,0.0037242671419105,0.002993122672333
YouTube,Japan,Asia,Japanese,Pets,#Fashion,GRWM: 2025 Edition,NoorYT,trending,Cute whistle,21,27,84079,3069,455,326,202,0.048193,declining,Open Web Samples,emoji overlays,iOS,16,Fashion,5,Short,16815.8,87,0.005412,0.003877,0.002403,34.875,Saturday,Afternoon,Regular,"ootd, fashion, grwm",最高です！,96398.5,Mid,Spring,24.05.2025,2025-05,Outfits for Minimal,19,0,17.4,0.644,Samsung,Home,1,4b521e518950ed6f6bf396f0c310af07,4052,0.036501,0.001035,48.193,0.0365013856016365,0.0054115772071504,0.0038773058671011
TikTok,United Kingdom,Europe,English,Pets,#Workout,Morning Routine — Summer,OliviaVlogs,licensed,Cute whistle,31,22,69003,5742,909,591,475,0.111836,declining,Public Reports,b-roll heavy,iOS,16,Sports,34,Evergreen,2029.5,76,0.013173,0.008565,0.006884,74.571429,Wednesday,Afternoon,Regular,"football, workout, sports",Instant like!,105863.9,Mid,Winter,30.07.2025,2025-07,Speed drills for beginners,26,0,11.8,0.536,iPhone,ForYou,0,a9c577f6722d28e87f6e85d74a4d880b,7717,0.083214,0.001101,111.836,0.0832137733142037,0.0131733402895526,0.0085648450067388
YouTube,United Arab Emirates,Asia,Arabic,Automotive,#Coding,Build This in 10 Minutes,TechieLina,trending,Engine rev,18,23,37184,1805,303,150,314,0.06917,stable,TikTok Creative Center,fast captions,iOS,17,Tech,11,Medium,3380.36,169,0.008149,0.004034,0.008444,10.617647,Friday,Evening,HolidaySeason,"ai, tech, apps, tools",مش قادر أبطل اتفرج 😂,98045.2,Mid,Winter,02.05.2025,2025-05,AI Tools You Must Try in 2025 🧠,31,1,10.5,0.457,Pixel,Search,1,2c61836d215db4e739263c1bad1cdc86,2572,0.048542,0.004545,69.17,0.0485423838209982,0.0081486660929432,0.0040339931153184
TikTok,Mexico,North America,Spanish,Education,#Beauty,Makeup basics you need,LeilaVlogs,licensed,Soft focus,6,42,112418,6865,496,521,1687,0.08512,seasonal,TikTok Creative Center,jumpcut edits,Android,21,Beauty,3,Short,37472.67,127,0.004412,0.004634,0.015006,53.632812,Friday,Evening,Regular,"tips, grwm, makeup",Gracias por compartir,83079.0,Mid,Spring,07.02.2025,2025-02,GRWM — Summer Look ✨ 🔥,22,1,28.4,0.676,Oppo,Following,1,7c2fbde32dd107ba8cd0b5b6ab624aa7,9569,0.061067,0.00113,85.12,0.0610667330854489,0.004412104823071,0.00463448913875
TikTok,Argentina,South America,Spanish,News,#FYP,Hidden Gems of Dubai,James,original,Ambient pulse,22,31,30466,1653,188,152,223,0.072737,stable,Public Reports,jumpcut edits,Android,20,Travel,8,Medium,3808.25,81,0.006171,0.004989,0.00732,20.158537,Saturday,Evening,HolidaySeason,"food tour, guide, hidden gems, travel, vlog",Gracias por compartir,92280.2,Mid,Winter,31.05.2025,2025-05,Street Food Tour — New York,27,0,16.0,0.516,Samsung,ForYou,1,13a086a4f0c7660f6d0f43c3e16cc61b,2216,0.054257,0.002659,72.737,0.0542572047528392,0.0061708133657191,0.0049891682531346
TikTok,Mexico,North America,Spanish,Food,#Recipe,I tried making Koshari,TrueWorks,licensed,Sizzle ASMR,5,16,24725,1043,153,69,74,0.054156,stable,TikTok Creative Center,emoji overlays,iOS,13,Food,7,Short,3532.14,46,0.006188,0.002791,0.002993,22.191489,Friday,Afternoon,SummerBreak,"fast, kitchen, street food",¡Increíble!,87740.9,Mid,Summer,31.01.2025,2025-01,5-Minute Tacos 🎯,16,1,9.9,0.619,iPhone,ForYou,1,61ca10b9d944c8c4fde1d6c9f3a0f332,1339,0.042184,0.00186,54.156,0.0421840242669363,0.0061880687563195,0.0027906976744186
TikTok,Spain,Europe,Spanish,News,#Wanderlust,24 Hours in Seoul,JiwooYT,licensed,Ticker bed,30,35,20498,1560,237,105,100,0.097668,rising,TikTok Creative Center,facecam,iOS,20,Travel,4,Short,5124.5,26,0.011562,0.005122,0.004879,57.777778,Monday,Evening,SummerBreak,"food tour, hidden gems, vlog, guide, travel",¡Increíble!,83156.5,Mid,Summer,21.07.2025,2025-07,Hidden Gems of Istanbul 🎮,25,1,19.6,0.56,Samsung,ForYou,0,d62f765b17b831d933745f4d7858d184,2002,0.076105,0.001268,97.668,0.0761049858522782,0.0115621036198653,0.0051224509708264
YouTube,Philippines,Asia,Filipino,Comedy,#Esports,Best Settings for Valorant,BeyondMedia,original,Goofy bass,6,53,121383,5207,548,644,336,0.055486,declining,TikTok Creative Center,subtitles,iOS,15,Gaming,4,Short,30345.75,171,0.004515,0.005306,0.002768,30.273256,Sunday,Afternoon,HolidaySeason,"clips, valorant, gaming, esports, highlights, fps",So underrated!,99253.8,Mid,Winter,09.02.2025,2025-02,Best Settings for Minecraft,27,0,25.9,0.489,Samsung,Suggested,1,3077b7c11079bb97a4bde42d1e478cc3,6735,0.042897,0.001409,55.486,0.0428972755657711,0.0045146354926142,0.0053055205424153
TikTok,Canada,North America,English,Beauty,#Gaming,New Patch Tips for Valorant,Ali,original,Soft glam loop,23,29,162849,13332,1520,1037,836,0.102703,seasonal,TikTok Creative Center,jumpcut edits,Web,21,Gaming,6,Short,27141.5,559,0.009334,0.006368,0.005134,23.807143,Monday,Evening,Regular,"esports, clips, valorant",Can’t stop watching 😂,99893.3,Mid,Fall,02.06.2025,2025-06,Pro Tips for EA FC 25 in 60s,28,0,23.3,0.803,Desktop,ForYou,0,9a6e18d31d68e395fc09e5642de9588e,16725,0.081867,0.003433,102.703,0.0818672512572997,0.0093338000233345,0.0063678622527617
YouTube,Sweden,Europe,Swedish,Tech,#Music,Underrated artists you need to hear,AyakaChannel,trending,Glitch hop,26,36,81314,2317,278,209,222,0.037214,seasonal,TikTok Creative Center,storytime,Android,21,Music,9,Medium,9034.89,223,0.003419,0.00257,0.00273,10.34375,Sunday,Evening,Regular,"cover, music, song, beat",Can’t stop watching 😂,80653.2,Mid,Winter,29.06.2025,2025-06,Underrated artists to hear,26,0,18.6,0.517,iPhone,Home,1,2166a5857ae7ec46c04ee975ca5dccbf,3026,0.028494,0.002742,37.214,0.0284944781956366,0.0034188454632658,0.0025702831000811
TikTok,Spain,Europe,Spanish,Lifestyle,#Sports,Weekly Reset — Productivity,MusicByAyaka,original,Sunset pad,9,19,41900,2569,168,241,358,0.079618,rising,TikTok Creative Center,emoji overlays,iOS,4,Sports,58,Evergreen,722.41,65,0.00401,0.005752,0.008544,38.924242,Saturday,Night,SummerBreak,"gym, sports, workout",Gracias por compartir,137118.7,Mid,Summer,01.03.2025,2025-03,Speed drills for beginners,26,0,15.1,0.795,Samsung,Following,1,901da00dc6a56809b384730298c79787,3336,0.061313,0.001551,79.618,0.0613126491646778,0.0040095465393794,0.0057517899761336
TikTok,Argentina,South America,Spanish,Food,#Travel,24 Hours in Seoul,JamesYT,original,Kitchen groove,24,12,70821,4248,433,459,270,0.07639,declining,Open Web Samples,emoji overlays,iOS,20,Travel,7,Short,10117.29,180,0.006114,0.006481,0.003812,23.469613,Saturday,Evening,Regular,"hidden gems, travel, guide, food tour, vlog",Gracias por compartir,91634.1,Mid,Fall,14.06.2025,2025-06,Hidden Gems of Paris,20,0,7.7,0.642,iPhone,ForYou,1,a620dc4c475ab453f25c7a0c3730246c,5410,0.059982,0.002542,76.39,0.0599822086669208,0.0061140057327628,0.006481128478841
YouTube,Mexico,North America,Spanish,DIY,#Workout,Morning Routine — Productivity,DailyVlogsEmily,licensed,Tape measure click,7,32,47779,2258,182,187,167,0.058478,stable,TikTok Creative Center,facecam,iOS,19,Sports,21,Medium,2275.19,146,0.003809,0.003914,0.003495,15.360544,Wednesday,Evening,SummerBreak,"football, sports, gym, workout",Gracias por compartir,97509.2,Mid,Summer,12.02.2025,2025-02,Speed drills for beginners,26,0,19.6,0.612,Samsung,Suggested,0,994a96d1820a1625d1a3b5657510267d,2794,0.047259,0.003056,58.478,0.0472592561585633,0.0038092048808053,0.0039138533665417
TikTok,Russia,Europe,Russian,Pets,#FYP,Outfits for College,ProNoor,licensed,Bark hop,11,25,225748,12967,1547,1242,829,0.073467,seasonal,TikTok Creative Center,meme template,Android,15,Fashion,3,Short,75249.33,322,0.006853,0.005502,0.003672,40.145511,Monday,Afternoon,BackToSchool,"ootd, style, fashion, grwm",Can’t stop watching 😂,103308.4,Mid,Fall,10.03.2025,2025-03,How to style Bold,17,0,19.5,0.78,Xiaomi,ForYou,0,079868750cf357f436876afffe9ffc30,16585,0.05744,0.001426,73.467,0.057440154508567,0.0068527738894696,0.0055017098711837
YouTube,Philippines,Asia,Filipino,Art,#Skincare,GRWM — Productivity Look,GamingWithJames,licensed,Indie brush,23,33,45079,1103,155,97,71,0.031633,stable,TikTok Creative Center,emoji overlays,Android,19,Beauty,59,Evergreen,764.05,86,0.003438,0.002152,0.001575,12.678161,Wednesday,Evening,Regular,"skincare, beauty, tips",This is fire 🔥,76131.2,Mid,Spring,04.06.2025,2025-06,GRWM — Summer Look ✨,20,1,16.0,0.485,Samsung,Home,0,0468753e6f973058b0bb3fbe45ff91de,1426,0.024468,0.001908,31.633,0.0244681559040795,0.0034384081279531,0.0021517779897513
TikTok,Spain,Europe,Spanish,Finance,#FYP,Morning Routine — Productivity,YoussefOfficial,original,Clean corporate bed,26,20,43002,4846,511,507,1006,0.15976,stable,TikTok Creative Center,storytime,Android,16,Lifestyle,7,Short,6143.14,156,0.011883,0.01179,0.023394,30.866242,Saturday,Afternoon,BackToSchool,"routine, daily, motivation",¡Increíble!,102347.6,Mid,Fall,28.06.2025,2025-06,Night Routine — Summer ✨,24,1,13.2,0.66,Samsung,Search,1,d58b8065be456b837e7702e6bf0e6206,6870,0.112692,0.003628,159.76,0.1126924329100972,0.0118831682247337,0.0117901492953816
TikTok,Poland,Europe,Polish,News,#FYP,Weekly Reset — Productivity,BeyondMedia,licensed,Neutral piano,18,36,58438,2904,192,314,265,0.062887,declining,TikTok Creative Center,jumpcut edits,Android,17,Lifestyle,6,Short,9739.67,36,0.003286,0.005373,0.004535,78.486486,Sunday,Evening,SummerBreak,"routine, lifestyle, daily, motivation",So underrated!,99253.8,Mid,Summer,04.05.2025,2025-05,Night Routine — Beginners 🎮,27,1,28.6,0.794,Oppo,Following,1,98cbada6b98c3adc9b58494290efdc8a,3675,0.049694,0.000616,62.887,0.0496936924603853,0.0032855333858106,0.0053732160580444
TikTok,Kenya,Africa,Swahili,Finance,#FYP,POV: Budget,EmilyChannel,licensed,Clean corporate bed,20,29,39140,3079,434,298,408,0.107793,stable,TikTok Creative Center,greenscreen,Android,16,Comedy,6,Short,6523.33,147,0.011088,0.007614,0.010424,20.804054,Sunday,Afternoon,SummerBreak,"relatable, comedy, sketch",Thanks for this!,83525.5,Mid,Summer,18.05.2025,2025-05,When your friend is Productivity,32,0,16.9,0.583,Samsung,Search,1,4249771c7355843e7d3733462179fbd4,4219,0.078666,0.003756,107.793,0.0786663260091977,0.0110884006131834,0.0076136944302503
TikTok,United Kingdom,Europe,English,Automotive,#Sports,Morning Routine — Productivity,DailyVlogsJames,licensed,Highway synth,12,38,37522,2977,446,335,197,0.105405,seasonal,TikTok Creative Center,subtitles,Web,18,Sports,4,Short,9380.5,70,0.011886,0.008928,0.00525,41.929577,Sunday,Evening,Regular,"gym, football, workout",This is fire 🔥,89411.7,Mid,Fall,23.03.2025,2025-03,Football skills in 60s,22,0,22.4,0.589,Desktop,ForYou,1,7d8fdf69323cf0e52de5fabca2a08430,3955,0.07934,0.001866,105.405,0.0793401204626619,0.011886360002132,0.0089280955172965
YouTube,Netherlands,Europe,Dutch,Music,#StreetFood,Is Tacos worth the hype?,TravelByNoah,original,K-pop hook,33,50,32083,1635,205,142,104,0.065019,rising,TikTok Creative Center,meme template,Android,23,Food,3,Short,10694.33,180,0.00639,0.004426,0.003242,9.033149,Tuesday,Night,Regular,"street food, kitchen, recipe, fast, food",Thanks for this!,70198.1,Mid,Fall,12.08.2025,2025-08,Street Koshari Taste Test ⚽,27,1,29.3,0.586,iPhone,External,0,a3088ba90128b9e68e96d587960c51da,2086,0.050962,0.00561,65.019,0.0509615684318798,0.0063896767758626,0.0044260200105975
YouTube,United Arab Emirates,Asia,Arabic,Education,#Music,Underrated artists you need to hear,LucasPro,original,Calm piano,29,36,585846,17528,2007,1273,1581,0.038217,seasonal,Public Reports,text-to-speech,Android,17,Music,36,Evergreen,16273.5,2375,0.003426,0.002173,0.002699,7.377104,Monday,Evening,Regular,"song, music, cover, beat",شرح ممتاز 👏,110281.5,Mid,Winter,14.07.2025,2025-07,Underrated artists to hear,26,0,21.9,0.608,Samsung,Search,0,ac9363d82d5cf7705bcc43190e87159e,22389,0.029919,0.004054,38.217,0.029919125503972,0.0034258149752665,0.0021729259907893
YouTube,Russia,Europe,Russian,Sports,#AI,My Favorite Budget Apps,JiwooShorts,trending,Drumline,4,17,264000,10397,1449,1074,680,0.051515,declining,Open Web Samples,jumpcut edits,Android,18,Tech,6,Short,44000.0,600,0.005489,0.004068,0.002576,17.299501,Friday,Evening,Regular,"ai, tech, tools, apps",Instant like!,101576.1,Mid,Spring,24.01.2025,2025-01,My Favorite College Apps,24,0,9.3,0.547,Samsung,Home,1,d2a38680cc4e71d70b0d0ead5552dfc6,13600,0.039383,0.002273,51.515,0.0393825757575757,0.0054886363636363,0.0040681818181818
TikTok,France,Europe,French,Art,#MorningRoutine,Night Routine — Summer,MissYoussef,licensed,Paint stroke ASMR,11,36,57875,2881,427,360,193,0.066713,stable,TikTok Creative Center,meme template,iOS,19,Lifestyle,5,Short,11575.0,127,0.007378,0.00622,0.003335,22.507812,Friday,Evening,Regular,"lifestyle, motivation, routine",Je ne peux pas m’arrêter de regarder 😂,93571.1,Mid,Spring,14.03.2025,2025-03,Night Routine — 2025 🎯,22,1,29.2,0.811,Samsung,ForYou,1,293b4872ebc7c4190399c59db3d2da81,3861,0.04978,0.002194,66.713,0.04977969762419,0.007377969762419,0.0062203023758099
TikTok,Indonesia,Asia,Indonesian,Education,#FYP,I flipped this sample,SaraYT,licensed,Soft focus,19,19,37975,1700,212,161,234,0.06075,seasonal,TikTok Creative Center,cinematic b-roll,Android,9,Music,8,Medium,4746.88,17,0.005583,0.00424,0.006162,94.444444,Friday,Morning,Regular,"cover, music, beat",This is fire 🔥,100554.5,Mid,Winter,09.05.2025,2025-05,Underrated artists to hear 🏖️,29,1,15.8,0.832,iPhone,ForYou,1,b01da632d3390ccce0c519658dcc3e10,2307,0.044766,0.000448,60.75,0.0447662936142198,0.0055826201448321,0.0042396313364055
TikTok,India,Asia,Hindi,Sports,#BookTok,Morning Routine — 2025,YoussefOfficial,original,Drumline,27,14,21145,1199,150,93,75,0.071743,declining,TikTok Creative Center,subtitles,iOS,20,Education,16,Medium,1321.56,56,0.007094,0.004398,0.003547,21.035088,Friday,Evening,BackToSchool,"notes, study, tips, productivity, learn",This is fire 🔥,102347.6,Mid,Fall,04.07.2025,2025-07,Exam Day Routine 🧠,18,1,9.6,0.686,Samsung,Following,1,46424eed4da7539a971c7012f758a629,1517,0.056704,0.002648,71.743,0.0567037124615748,0.0070938756207141,0.0043982028848427
TikTok,South Africa,Africa,English,Music,#Dance,Night Routine — College,StudyWithJiwoo,licensed,Indie beat,14,28,18385,903,89,76,100,0.06353,rising,TikTok Creative Center,emoji overlays,iOS,14,Dance,5,Short,3677.0,34,0.004841,0.004134,0.005439,25.8,Saturday,Afternoon,Regular,"dance, trend, music, challenge",Instant like!,101378.8,Mid,Spring,05.04.2025,2025-04,New Dance Challenge! 📱,22,1,17.5,0.625,iPhone,ForYou,1,096ca2921edc23b25d72547a9f4dc4a2,1168,0.049116,0.001849,63.53,0.049116127277672,0.0048409029099809,0.0041338047321185
YouTube,United Kingdom,Europe,English,Pets,#Music,Underrated artists you need to hear,JiwooShorts,original,Bark hop,23,90,214727,7132,893,748,461,0.043003,seasonal,TikTok Creative Center,hook in 2s,Web,15,Music,21,Medium,10225.1,405,0.004159,0.003483,0.002147,17.566502,Sunday,Afternoon,Regular,"song, cover, music",Thanks for this!,101576.1,Mid,Fall,08.06.2025,2025-06,Blinding Lights — Cover,23,0,51.4,0.571,Desktop,Home,1,3485788699a6b01c69df6ba5018662c2,9234,0.033214,0.001886,43.003,0.0332142674186292,0.0041587690416202,0.0034834929934288
YouTube,India,Asia,Hindi,Tech,#DogTok,Weekly Reset — College,FitnessWithEmily,licensed,Glitch hop,5,59,178175,7156,616,637,1251,0.054216,stable,TikTok Creative Center,hook in 2s,Android,11,Pets,49,Evergreen,3636.22,571,0.003457,0.003575,0.007021,12.51049,Wednesday,Morning,Regular,"cats, cute, pets, dogs",Thanks for this!,88270.1,Mid,Spring,29.01.2025,2025-01,Dog fails you can’t miss,24,0,36.1,0.612,Xiaomi,Search,0,4c95845f7ed25f3cc8757f46c2445e20,9660,0.040163,0.003205,54.216,0.0401627613301529,0.0034572751508348,0.0035751368037042
YouTube,Kenya,Africa,Swahili,Fashion,#FYP,Stay — Cover,TravelByYuki,licensed,Runway loop,32,39,73292,1653,173,111,132,0.02823,rising,Public Reports,jumpcut edits,Android,20,Music,3,Short,24430.67,42,0.00236,0.001514,0.001801,38.44186,Friday,Evening,SummerBreak,"cover, music, song",Instant like!,102802.1,Mid,Summer,08.08.2025,2025-08,Underrated artists to hear,26,0,25.5,0.654,iPhone,Home,1,d66be631c572cf014ae4a92ac14f24e2,2069,0.022554,0.000573,28.23,0.0225536211319107,0.002360421328385,0.0015144899852644
TikTok,Saudi Arabia,Asia,Arabic,Automotive,#StudyWithMe,Weekly Reset — Summer,MasterNoah,original,Engine rev,13,45,187257,10171,872,1019,634,0.0678,rising,TikTok Creative Center,cinematic b-roll,iOS,14,Education,18,Medium,10403.17,330,0.004657,0.005442,0.003386,30.728097,Friday,Afternoon,SummerBreak,"notes, study, tips",تحفة بصراحة!,83358.1,Mid,Summer,28.03.2025,2025-03,How I Take Notes for Productivity 🧠,35,1,25.0,0.556,Samsung,External,1,a27ccb59313f3af5a6882f4a1f65574c,12696,0.054316,0.001762,67.8,0.0543157265148966,0.0046567017521374,0.0054417191346651
TikTok,Turkey,Europe,Turkish,Science,#Dance,Weekly Reset — Budget,AvaYT,original,Lab beeps,18,51,71870,6191,806,463,392,0.109253,rising,TikTok Creative Center,subtitles,Android,18,Dance,7,Short,10267.14,304,0.011215,0.006442,0.005454,20.298361,Friday,Evening,SummerBreak,"dance, challenge, trend",Can’t stop watching 😂,92388.3,Mid,Summer,02.05.2025,2025-05,Try this move 👉 😂,17,1,32.8,0.643,Samsung,ForYou,1,0e9f87d2a5eeeb2730ee37009385596f,7852,0.086142,0.00423,109.253,0.0861416446361486,0.0112146931960484,0.0064421872825935
TikTok,France,Europe,French,Education,#FYP,Best Settings for Valorant,GamingWithLina,licensed,Chalkboard beat,14,15,27504,1944,266,164,144,0.09155,declining,TikTok Creative Center,jumpcut edits,Android,6,Gaming,17,Medium,1617.88,10,0.009671,0.005963,0.005236,176.727273,Monday,Morning,Regular,"esports, gaming, valorant, fps, highlights, clips",Je ne peux pas m’arrêter de regarder 😂,111839.1,Mid,Spring,31.03.2025,2025-03,Pro Tips for EA FC 25 in 60s 📱,30,1,12.2,0.813,Xiaomi,Following,0,9280dd94012f2cd03715127c67dbd69d,2518,0.070681,0.000364,91.55,0.0706806282722513,0.0096713205351948,0.0059627690517742
TikTok,United Kingdom,Europe,English,Art,#Music,I flipped this sample,OliviaChannel,licensed,Paint stroke ASMR,26,24,70091,4585,326,357,547,0.082964,rising,Public Reports,subtitles,Android,13,Music,9,Medium,7787.89,129,0.004651,0.005093,0.007804,35.269231,Sunday,Afternoon,SummerBreak,"beat, music, cover",This is fire 🔥,141830.1,Mid,Summer,29.06.2025,2025-06,I flipped this sample 🍔,23,1,14.4,0.6,Xiaomi,Following,1,0a6f43a4eeca276e10b17f4a2da66770,5815,0.065415,0.00184,82.964,0.0654149605512833,0.0046510964317815,0.0050933786078098
TikTok,China,Asia,Chinese,Tech,#DanceChallenge,Night Routine — College,MasterLucas,trending,Circuit synth,35,36,266458,11442,1556,1210,747,0.056125,seasonal,TikTok Creative Center,jumpcut edits,iOS,23,Dance,13,Medium,20496.77,215,0.00584,0.004541,0.002803,52.972222,Friday,Night,Regular,"challenge, dance, music",This is fire 🔥,92140.4,Mid,Winter,29.08.2025,2025-08,Try this move 👉 🎯,17,1,27.1,0.753,iPhone,ForYou,1,4285b5b5ae98b9ee6ac43d9834bdd824,14955,0.042941,0.000807,56.125,0.0429411014118547,0.0058395694631048,0.0045410533742653
YouTube,Turkey,Europe,Turkish,Education,#Pets,Morning Routine — Summer,FitnessWithAli,trending,Chalkboard beat,32,40,51418,3121,258,268,309,0.076938,stable,TikTok Creative Center,subtitles,Android,17,Pets,4,Short,12854.5,142,0.005018,0.005212,0.00601,21.825175,Saturday,Evening,Regular,"cute, cats, dogs, pets",This is fire 🔥,101657.1,Mid,Fall,09.08.2025,2025-08,Cutest moments today,20,0,20.8,0.52,Oppo,External,1,40da079400952718bf31c66eb10af09a,3956,0.060699,0.002762,76.938,0.0606985880430977,0.0050176980823836,0.0052121825041814
TikTok,Philippines,Asia,Filipino,Art,#FYP,How to style Summer,PrimeStudio,original,Indie brush,12,11,89184,7028,603,978,1336,0.111511,seasonal,Public Reports,tutorial overlay,iOS,10,Fashion,5,Short,17836.8,230,0.006761,0.010966,0.01498,30.424242,Tuesday,Morning,Regular,"ootd, fashion, grwm, style",This is fire 🔥,109552.0,Mid,Winter,18.03.2025,2025-03,How to style Bold,17,0,5.7,0.518,Samsung,ForYou,0,837c59568b1bccd5674ddeff16618691,9945,0.078803,0.002579,111.511,0.0788033728022963,0.0067613024757804,0.0109660925726587
